unnamed: 0.1,unnamed: 0,timestamp,turn,speaker,sentence,teacher_tag,student_tag,damsltag,dialogact,lesson_id,turn_num,_row,role
68,68,,49.0,Ariel,This is how many steps?,,3 - Asking for More Information,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,49.0,206,student
69,69,,49.0,Ariel,"One, two, three, four, five.",,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,49.0,207,student
70,70,,50.0,Ariel,Lets go.,,1 - None,aa,Agree/Accept,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,50.0,208,student
71,71,,50.0,Ariel,Who wants to be a millionaire?,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,50.0,209,student
72,72,,51.0,T,Is that six steps?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,51.0,210,teacher
73,73,,52.0,Ariel,"One, two, …",,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,52.0,211,student
74,74,,53.0,Ariel,"One, two, three, four, five, six.",,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,53.0,212,student
75,75,,53.0,Ariel,"Yeah, six steps.",,4 - Making a Claim,aa,Agree/Accept,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,53.0,213,student
76,76,,54.0,Ariel,"One, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty",,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,54.0,214,student
77,77,,55.0,Ariel,"Ooh, in your face.",,1 - None,ba,Appreciation,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,55.0,215,student
0,0,,1.0,T,So how about eighty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,1.0,445,teacher
1,1,,1.0,T,How would you go for eighty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,1.0,446,teacher
2,2,,2.0,Ariel,"Oh, God!",,1 - None,ba,Appreciation,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,2.0,447,student
3,3,,3.0,Ariel,For eighty?,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,3.0,448,student
4,4,,3.0,Ariel,I would go back to my calculations.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,3.0,449,student
5,5,,3.0,Ariel,"For eighty steps, this is what I would do.",,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,3.0,450,student
6,6,,4.0,T,"No, For eight zero.",1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,4.0,451,teacher
7,7,,4.0,T,"Did you understand what I am asking, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,4.0,452,teacher
8,8,,4.0,T,Eight zero.,1 - None,,aa,Agree/Accept,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,4.0,453,teacher
9,9,,5.0,Ariel,"Yeah, yeah.",,1 - None,b,Acknowledge (Backchannel),Ladder problem 4_Grade 7.xlsx_with_dialog_acts,5.0,454,student
10,10,,6.0,T,Last time you understood four hundred.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,6.0,455,teacher
11,11,,7.0,Ariel,I know what you are saying.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,7.0,456,student
12,12,,8.0,Ariel,Four.,,4 - Making a Claim,aa,Agree/Accept,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,8.0,457,student
13,13,,8.0,Ariel,Didn’t I do this on the other paper?,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,8.0,458,student
14,14,,9.0,T,You did for eight.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,9.0,459,teacher
15,15,,10.0,Ariel,"I know, I know, that’s what I am saying.",,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,10.0,460,student
16,16,,11.0,Ariel,"OK, it is twenty-six.",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,11.0,461,student
17,17,,11.0,Ariel,"Twenty-six times ten, I didn’t even get one, man.",,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,11.0,462,student
18,18,,11.0,Ariel,I didn’t get even a single juice.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,11.0,463,student
19,19,,12.0,T,What do you mean?,8 - Press for Accuracy,,ba,Appreciation,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,12.0,464,teacher
20,20,,12.0,T,"You are saying for eighty, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,12.0,465,teacher
21,21,,13.0,Ariel,Yes!,,1 - None,%,Uninterpretable,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,13.0,466,student
22,22,,14.0,T,How many you have?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,14.0,467,teacher
23,23,,15.0,Ariel,Two hundred sixty.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,15.0,468,student
24,24,,16.0,T,How did you do it?,8 - Press for Accuracy,,qy,Yes-No-Question,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,16.0,469,teacher
25,25,,17.0,Ariel,"What I did was, eight rods …",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,17.0,470,student
26,26,,18.0,T,Which one of the two rules did you use?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,18.0,471,teacher
27,27,,19.0,Ariel,The Evens.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,19.0,472,student
28,28,,20.0,T,What is it?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,20.0,473,teacher
29,29,,20.0,T,I want to understand.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,20.0,474,teacher
30,30,,20.0,T,"Take that number, divide it by half, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,20.0,475,teacher
31,31,,21.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 4_Grade 7.xlsx_with_dialog_acts,21.0,476,student
32,32,,22.0,T,"Then, make the ladder with that many steps, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,22.0,477,teacher
33,33,,23.0,Ariel,"Unh, unh.",,,%,Uninterpretable,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,23.0,478,student
34,34,,24.0,T,Then multiply the number of rods of that ladder by two and then subtract two.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,24.0,479,teacher
35,35,,24.0,T,Did you do that for eighty?,2 - Keeping Everyone Together,,sv,Statement-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,24.0,480,teacher
36,36,,25.0,Ariel,For who?,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,25.0,481,student
37,37,,26.0,T,"For eight zero, eighty?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,26.0,482,teacher
38,38,,26.0,T,Did you do that?,2 - Keeping Everyone Together,,qy,Yes-No-Question,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,26.0,483,teacher
39,39,,26.0,T,"Eighty is an odd even number, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,26.0,484,teacher
40,40,,27.0,Ariel,"No, because … yeah, yeah, and then I subtract two from this.",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,27.0,485,student
41,41,,27.0,Ariel,Two fifty-eight.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,27.0,486,student
42,42,,28.0,T,What I am trying to say …,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,28.0,487,teacher
43,43,,29.0,Ariel,"Look, this is what I did.",,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,29.0,488,student
44,44,,29.0,Ariel,OK.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 4_Grade 7.xlsx_with_dialog_acts,29.0,489,student
45,45,,30.0,T,How can you do this because you are telling me that this works for all even numbers.,1 - None,,sv,Statement-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,30.0,490,teacher
46,46,,30.0,T,Is eighty an even number or not?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,30.0,491,teacher
47,47,,31.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 4_Grade 7.xlsx_with_dialog_acts,31.0,492,student
48,48,,32.0,T,So how can you do that?,8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,32.0,493,teacher
49,49,,33.0,Ariel,"Because for eight rods, it is twenty-six.",7 - Context,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,33.0,494,student
50,50,,34.0,T,Twenty-six.,4 - Restating,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,34.0,495,teacher
51,51,,35.0,Ariel,So that represents eight and eight times ten is eighty so it is twenty-six times ten equals two hundred and sixty and minus two equals two hundred and fifty-eight.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,35.0,496,student
52,52,,36.0,T,How about for a hundred and twenty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,36.0,497,teacher
53,53,,37.0,Ariel,Eh?,,1 - None,ba,Appreciation,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,37.0,498,student
54,54,,38.0,T,A ladder with hundred and twenty rods?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,38.0,499,teacher
55,55,,39.0,Ariel,A hundred and twenty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,39.0,500,student
56,56,,40.0,James,I just hate that.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,40.0,501,student
57,57,,41.0,T,"Yeah, a ladder with hundred and twenty.",1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,41.0,502,teacher
58,58,,41.0,T,One two zero.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,41.0,503,teacher
59,59,,42.0,Ariel,Six that is sixty times two.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,42.0,504,student
60,60,,42.0,Ariel,I got you!,,1 - None,ba,Appreciation,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,42.0,505,student
61,61,,42.0,Ariel,"So twenty, that will be six times ten will be my sixty and twenty times two is two hundred minus the two is one hundred and ninety eight and that will be my sixty times two.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,42.0,506,student
62,62,,43.0,T,What is half of one twenty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,43.0,507,teacher
63,63,,43.0,T,I don’t see half of one twenty.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,43.0,508,teacher
64,64,,44.0,Ariel,Huh.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 4_Grade 7.xlsx_with_dialog_acts,44.0,509,student
65,65,,45.0,T,In your rule you said you will do half of that one twenty.,1 - None,,sv,Statement-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,45.0,510,teacher
66,66,,46.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 4_Grade 7.xlsx_with_dialog_acts,46.0,511,student
67,67,,47.0,T,Half is sixty.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,47.0,512,teacher
68,68,,48.0,Ariel,I know.,,1 - None,aa,Agree/Accept,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,48.0,513,student
69,69,,49.0,T,So how are you going to do it?,8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,49.0,514,teacher
70,70,,50.0,Ariel,I did.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,50.0,515,student
71,71,,50.0,Ariel,This six times ten is sixty.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,50.0,516,student
72,72,,50.0,Ariel,My sixty is two hundred and two hundred minus two equals one hundred and ninety-eight so this is my sixty.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,50.0,517,student
73,73,,50.0,Ariel,And then my sixty times two is …,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,50.0,518,student
74,74,,51.0,T,"So sixty divided by two, that gives you what?",8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,51.0,519,teacher
75,75,,51.0,T,Thirty.,1 - None,,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,51.0,520,teacher
76,76,,52.0,Ariel,Three hundred and nine-six minus … Wait a minute!,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,52.0,521,student
77,77,,52.0,Ariel,"Did I do my math, right?",,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,52.0,522,student
78,78,,53.0,James,What?,,1 - None,ba,Appreciation,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,53.0,523,student
79,79,,54.0,Ariel,We did not need to hear that.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,54.0,524,student
80,80,,55.0,Ariel,Let me just finish this problem real quick.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,55.0,525,student
81,81,,55.0,Ariel,OK. nine times two is eighteen plus one is nineteen.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,55.0,526,student
82,82,,55.0,Ariel,"OK, OK. Then subtract two is three hundred ninety- four.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,55.0,527,student
83,83,,55.0,Ariel,I am nice.,,1 - None,sd,Statement-non-opinion,Ladder problem 4_Grade 7.xlsx_with_dialog_acts,55.0,528,student
0,0,,1.0,T,"Ariel, the rule that you came up with was that you take that number, divide by two, is that right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,1.0,216,teacher
1,1,,2.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,2.0,217,student
2,2,,3.0,T,"So if we divide one hundred and twenty by two, what do you get?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,3.0,218,teacher
3,3,,4.0,Ariel,Sixty.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,4.0,219,student
4,4,,5.0,T,And then you build that ladder with that many steps?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,5.0,220,teacher
5,5,,6.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,6.0,221,student
6,6,,7.0,T,"And then you said multiply by two, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,7.0,222,teacher
7,7,,8.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,8.0,223,student
8,8,,9.0,T,"And then you do what, subtract two.",1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,9.0,224,teacher
9,9,,9.0,T,I didn’t see you do that.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,9.0,225,teacher
10,10,,9.0,T,I don’t see that sixty there.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,9.0,226,teacher
11,11,,9.0,T,Where is that sixty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,9.0,227,teacher
12,12,,10.0,Ariel,One hundred and ninety-eight.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,10.0,228,student
13,13,,11.0,T,Where is that one twenty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,11.0,229,teacher
14,14,,11.0,T,I don’t see that one twenty that I told you about?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,11.0,230,teacher
15,15,,12.0,Ariel,Because this is what I did.,,1 - None,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,12.0,231,student
16,16,,12.0,Ariel,"Twenty is the six, six times ten is sixty.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,12.0,232,student
17,17,,12.0,Ariel,That would be the two hundred.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,12.0,233,student
18,18,,13.0,T,Six times what?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,13.0,234,teacher
19,19,,14.0,Ariel,Six times ten is sixty.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,14.0,235,student
20,20,,15.0,T,"Hmm, hmm.",1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,15.0,236,teacher
21,21,,16.0,Ariel,"Two hundred is right here, then I subtracted two and make it one ninety eight and so sixty is one ninety eight",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,16.0,237,student
22,22,,17.0,T,What do you mean sixty is one ninety-eight?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,17.0,238,teacher
23,23,,17.0,T,What are you trying to say?,8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,17.0,239,teacher
24,24,,18.0,Ariel,Rods.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,18.0,240,student
25,25,,19.0,T,You are saying that sixty is one twenty eight.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,19.0,241,teacher
26,26,,20.0,Ariel,"No, one ninety eight.",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,20.0,242,student
27,27,,21.0,T,And how did you get that one ninety eight for sixty?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,21.0,243,teacher
28,28,,22.0,Ariel,"I did twenty, which would be... six steps is twenty rods.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,22.0,244,student
29,29,,22.0,Ariel,Six times ten is sixty so twenty rods times ten is two hundred and through my rule you subtract it by two to get one ninety eight and then …,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,22.0,245,student
30,30,,23.0,T,"Wait, wait, wait!",1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,23.0,246,teacher
31,31,,23.0,T,Let’s focus on this.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,23.0,247,teacher
32,32,,23.0,T,"Up to here, you are getting the number for sixty, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,23.0,248,teacher
33,33,,24.0,Ariel,This is sixty.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,24.0,249,student
34,34,,25.0,T,So how did  … Did you use the same rule again?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,25.0,250,teacher
35,35,,25.0,T,"Six is an even number, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,25.0,251,teacher
36,36,,26.0,Ariel,"Yeah, yeah, yeah.",,1 - None,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,26.0,252,student
37,37,,27.0,T,So did you do the same rule of dividing by two?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,27.0,253,teacher
38,38,,28.0,Ariel,"Yeah, I divide one twenty by two and got sixty.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,28.0,254,student
39,39,,29.0,T,"No, but how, I am just looking at your rule, you understand what I am saying?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,29.0,255,teacher
40,40,,29.0,T,I am looking at your rule here and I am just trying to apply it.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,29.0,256,teacher
41,41,,31.0,T,"OK, you go ahead.",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,31.0,257,teacher
42,42,,32.0,James,You are wrong right there because …,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,32.0,258,student
43,43,,33.0,T,"So let’s do a little bit more, please because… let backtrack a bit, do you mind?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,33.0,259,teacher
44,44,,33.0,T,Quickly...OK?,1 - None,,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,33.0,260,teacher
45,45,,34.0,Ariel,OK.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,34.0,261,student
46,46,,35.0,T,We’ll move on and then I’ll ask you a bit more.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,262,teacher
47,47,,35.0,T,Is this what you did for one twenty?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,263,teacher
48,48,,35.0,T,"So I have the rule here, you see what I am saying my point ?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,264,teacher
49,49,,35.0,T,"I am reading this and I know that one-twenty, so what is the rule?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,265,teacher
50,50,,35.0,T,Can we get enough paper?,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,266,teacher
51,51,,35.0,T,Maybe you can do on this paper separate.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,267,teacher
52,52,,35.0,T,"So we can look at the rule that you have here, I am really looking for a rule that can help me figure out.",1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,35.0,268,teacher
53,53,,36.0,Ariel,Should I write this whole thing here?,,1 - None,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,36.0,269,student
54,54,,37.0,T,Yeah.,1 - None,,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,37.0,270,teacher
55,55,,38.0,Ariel,Done.,,1 - None,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,38.0,271,student
56,56,,39.0,T,Why don’t you [inaudible],1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,39.0,272,teacher
58,58,,39.0,T,"I’m going to put the rule, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,39.0,274,teacher
59,59,,39.0,T,So for every number take half of that number and make a ladder with that many steps,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,39.0,275,teacher
60,60,,40.0,T,"Right, Ariel?",2 - Keeping Everyone Together,,b,Acknowledge (Backchannel),Ladder problem 5_Grade 7.xlsx_with_dialog_acts,40.0,276,teacher
61,61,,41.0,James,My rule is right.,,4 - Making a Claim,aa,Agree/Accept,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,41.0,277,student
62,62,,42.0,T,Then I multiply that... let’s see.,1 - None,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,42.0,278,teacher
63,63,,42.0,T,Is this here consistent with this?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,42.0,279,teacher
64,64,,42.0,T,Does this go with this?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,42.0,280,teacher
65,65,,42.0,T,In which way?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 5_Grade 7.xlsx_with_dialog_acts,42.0,281,teacher
